token,label_1,label_2,labels (1),30 classes,99.93% completed,labels (2),1,0.02% completed,Notes
.,O,,,,,,,,
marine,b-document,,,,,,,,
insurance,i-document,,,,,,,,
policy,i-document,,,,,,,,
/,b-or,,,,,,,,
certificate,b-document,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
currency,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
credit,b-field,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
cif,i-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-and,,,,,,,,
10,b-field,,,,,,,,
pct,i-field,,,,,,,,
covering,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
"),",i-field,,,,,,,,
institute,b-field,,,,,,,,
war,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
institute,b-field,,,,,,,,
strikes,i-field,,,,,,,,
riots,i-field,,,,,,,,
and,b-and,,,,,,,,
civil,b-field,,,,,,,,
commotion,i-document,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
"),",i-field,,,,,,,,
tpnd,i-field,,,,,,,,
.,O,,,,,,,,
insurance,b-document,,,,,,,,
policy,i-document,,,,,,,,
/,b-or,,,,,,,,
certificate,b-document,,,,,,,,
should,O,,,,,,,,
be,O,,,,,,,,
dated,O,,,,,,,,
not,b-field,,,,,,,,
later,i-field,,,,,,,,
than,i-field,,,,,,,,
the,O,,,,,,,,
date,b-field,,,,,,,,
of,i-field,,,,,,,,
shipment,i-field,,,,,,,,
/,b-or,,,,,,,,
despatch,b-document,,,,,,,,
",",O,,,,,,,,
issued,O,,,,,,,,
unto,O,,,,,,,,
order,b-field,,,,,,,,
",",O,,,,,,,,
or,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",O,,,,,,,,
covering,O,,,,,,,,
risks,b-field,,,,,,,,
from,b-by,,,,,,,,
suppliers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
to,b-and,,,,,,,,
buyers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
.,O,,,,,,,,
insurance,b-field,,,,,,,,
must,O,,,,,,,,
remain,O,,,,,,,,
in,O,,,,,,,,
force,O,,,,,,,,
at,O,,,,,,,,
least,O,,,,,,,,
for,O,,,,,,,,
90,b-field,,,,,,,,
days,i-field,,,,,,,,
from,b-after,,,,,,,,
the,O,,,,,,,,
date,b-field,,,,,,,,
of,i-field,,,,,,,,
landing,i-field,,,,,,,,
of,b-of,,,,,,,,
goods,b-goods,,,,,,,,
in,b-of,,,,,,,,
india,b-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
china,b-field,,,,,,,,
origin,i-document,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
chamber,b-actor,,,,,,,,
of,i-actor,,,,,,,,
commerce,i-actor,,,,,,,,
or,b-or,,,,,,,,
any,O,,,,,,,,
competent,b-actor,,,,,,,,
authority,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
6,O,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
from,b-by,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-actor,,,,,,,,
or,b-or,,,,,,,,
their,b-actor,,,,,,,,
agents,i-actor,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
shipment,b-document,,,,,,,,
has,O,,,,,,,,
been,O,,,,,,,,
effected,O,,,,,,,,
by,b-by,,,,,,,,
regular,b-field,,,,,,,,
sea,i-field,,,,,,,,
worthy,i-field,,,,,,,,
vessels,i-field,,,,,,,,
not,i-field,,,,,,,,
other,i-field,,,,,,,,
than,i-field,,,,,,,,
25,b-field,,,,,,,,
years,i-field,,,,,,,,
which,O,,,,,,,,
is,O,,,,,,,,
registered,O,,,,,,,,
with,b-by,,,,,,,,
lloyds,b-actor,,,,,,,,
100,i-field,,,,,,,,
-,i-field,,,,,,,,
a1,i-field,,,,,,,,
or,b-or,,,,,,,,
equivalent,O,,,,,,,,
agency,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
.,O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoices,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
plus,i-field,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
',O,,,,,,,,
import,b-field,,,,,,,,
into,i-document,,,,,,,,
india,b-field,,,,,,,,
is,O,,,,,,,,
under,O,,,,,,,,
free,b-field,,,,,,,,
import,i-field,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
foreign,b-field,,,,,,,,
trade,i-field,,,,,,,,
policy,i-field,,,,,,,,
",",i-field,,,,,,,,
april,i-field,,,,,,,,
/,i-field,,,,,,,,
march,i-field,,,,,,,,
2015,i-field,,,,,,,,
-,i-field,,,,,,,,
20,i-field,,,,,,,,
',O,,,,,,,,
and,O,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
',O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
proforma,i-field,,,,,,,,
invoice,i-field,,,,,,,,
no,i-field,,,,,,,,
rns,i-field,,,,,,,,
/,i-field,,,,,,,,
mapb,i-field,,,,,,,,
/,i-field,,,,,,,,
mar,i-field,,,,,,,,
/,i-field,,,,,,,,
304,i-field,,,,,,,,
/,i-field,,,,,,,,
2019,i-field,,,,,,,,
-,i-field,,,,,,,,
20,i-field,,,,,,,,
dated,O,,,,,,,,
5,i-field,,,,,,,,
.,i-field,,,,,,,,
3,i-field,,,,,,,,
.,i-field,,,,,,,,
2020,i-field,,,,,,,,
.',O,,,,,,,,
,,,,,,,,,
2,O,,,,,,,,
.,O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
original,b-field,,,,,,,,
clean,b-document,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
(,i-document,,,,,,,,
long,i-document,,,,,,,,
form,i-document,,,,,,,,
),i-field,,,,,,,,
plus,O,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
order,b-field,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',b-field,,,,,,,,
freight,b-field,,,,,,,,
prepaid,i-field,,,,,,,,
',O,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
(,i-field,,,,,,,,
with,O,,,,,,,,
full,b-field,,,,,,,,
name,i-field,,,,,,,,
and,b-and,,,,,,,,
address,b-field,,,,,,,,
"),",i-field,,,,,,,,
quoting,O,,,,,,,,
the,O,,,,,,,,
number,b-field,,,,,,,,
of,b-of,,,,,,,,
this,O,,,,,,,,
credit,i-field,,,,,,,,
,,,,,,,,,
3,b-field,,,,,,,,
.,O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
#ERROR!,i-field,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
,,,,,,,,,
4,b-field,,,,,,,,
.,O,,,,,,,,
marine,b-document,,,,,,,,
insurance,i-document,,,,,,,,
policy,i-document,,,,,,,,
/,b-or,,,,,,,,
certificate,b-document,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
currency,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
credit,b-field,,,,,,,,
plus,b-and,,,,,,,,
one,b-field,,,,,,,,
copy,i-field,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
cif,i-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-and,,,,,,,,
10,b-field,,,,,,,,
pct,i-field,,,,,,,,
covering,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clause,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
"),",i-field,,,,,,,,
institute,b-field,,,,,,,,
war,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
institute,b-field,,,,,,,,
strike,i-field,,,,,,,,
riots,i-field,,,,,,,,
and,b-and,,,,,,,,
civil,b-field,,,,,,,,
commotion,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
"),",i-field,,,,,,,,
tpnd,i-field,,,,,,,,
.,O,,,,,,,,
insurance,b-document,,,,,,,,
policy,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
should,O,,,,,,,,
be,O,,,,,,,,
dated,O,,,,,,,,
not,b-field,,,,,,,,
later,i-field,,,,,,,,
than,i-field,,,,,,,,
the,O,,,,,,,,
date,b-field,,,,,,,,
of,i-field,,,,,,,,
shipment,i-field,,,,,,,,
/,b-or,,,,,,,,
despatch,b-field,,,,,,,,
",",O,,,,,,,,
issued,O,,,,,,,,
to,O,,,,,,,,
order,O,,,,,,,,
",",b-and,,,,,,,,
or,b-and,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",O,,,,,,,,
covering,O,,,,,,,,
risks,b-field,,,,,,,,
from,b-by,,,,,,,,
suppliers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
to,b-to,,,,,,,,
buyers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
the,O,,,,,,,,
policy,b-field,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
the,O,,,,,,,,
name,b-field,,,,,,,,
and,b-and,,,,,,,,
address,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
settling,b-actor,,,,,,,,
agent,i-actor,,,,,,,,
in,i-field,,,,,,,,
india,b-field,,,,,,,,
(,O,,,,,,,,
explicitly,b-field,,,,,,,,
marked,O,,,,,,,,
as,O,,,,,,,,
such,O,,,,,,,,
),O,,,,,,,,
and,b-and,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
claims,b-document,,,,,,,,
payable,b-field,,,,,,,,
in,b-in,,,,,,,,
india,b-field,,,,,,,,
irrespective,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
percentage,b-field,,,,,,,,
.,O,,,,,,,,
transhipment,b-field,,,,,,,,
risk,i-field,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
covered,O,,,,,,,,
",",O,,,,,,,,
if,O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
transhipped,b-field,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
analysis,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
quality,i-document,,,,,,,,
or,b-or,,,,,,,,
products,b-document,,,,,,,,
specification,i-document,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
manufacturer,b-actor,,,,,,,,
or,b-or,,,,,,,,
beneficiary,b-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
6,O,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
in,O,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
of,b-of,,,,,,,,
malaysian,b-field,,,,,,,,
origin,i-field,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
min,b-field,,,,,,,,
of,i-actor,,,,,,,,
international,b-actor,,,,,,,,
trade,i-actor,,,,,,,,
and,i-actor,,,,,,,,
industry,i-actor,,,,,,,,
in,b-in,,,,,,,,
1,b-field,,,,,,,,
original,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
7,b-field,,,,,,,,
.,O,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
or,b-or,,,,,,,,
their,b-actor,,,,,,,,
agents,i-document,,,,,,,,
certificate,i-document,,,,,,,,
in,b-in,,,,,,,,
duplicate,b-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
carrying,b-field,,,,,,,,
vessel,i-field,,,,,,,,
named,O,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
is,O,,,,,,,,
a,O,,,,,,,,
seaworthy,b-field,,,,,,,,
vessel,i-field,,,,,,,,
not,i-field,,,,,,,,
more,i-field,,,,,,,,
than,i-field,,,,,,,,
25,i-field,,,,,,,,
years,i-field,,,,,,,,
old,i-field,,,,,,,,
and,b-and,,,,,,,,
has,O,,,,,,,,
been,O,,,,,,,,
approved,O,,,,,,,,
under,O,,,,,,,,
institute,b-field,,,,,,,,
classification,i-document,,,,,,,,
clause,i-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
.,O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoices,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
plus,i-field,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
',O,,,,,,,,
import,b-field,,,,,,,,
into,i-document,,,,,,,,
india,b-field,,,,,,,,
is,O,,,,,,,,
under,O,,,,,,,,
free,b-field,,,,,,,,
import,i-field,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
foreign,b-field,,,,,,,,
trade,i-field,,,,,,,,
policy,i-field,,,,,,,,
",",i-field,,,,,,,,
april,i-field,,,,,,,,
/,i-field,,,,,,,,
march,i-field,,,,,,,,
2015,i-field,,,,,,,,
-,i-field,,,,,,,,
20,i-field,,,,,,,,
',O,,,,,,,,
and,O,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
',O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
sales,b-field,,,,,,,,
contract,i-field,,,,,,,,
no,i-field,,,,,,,,
mjbdg20200212,i-field,,,,,,,,
-,i-field,,,,,,,,
1,i-field,,,,,,,,
dated,O,,,,,,,,
12,b-field,,,,,,,,
.,i-field,,,,,,,,
2,i-field,,,,,,,,
.,i-field,,,,,,,,
2020,i-field,,,,,,,,
.',O,,,,,,,,
,,,,,,,,,
2,O,,,,,,,,
.,O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
original,b-field,,,,,,,,
clean,i-document,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
(,i-document,,,,,,,,
long,i-document,,,,,,,,
form,i-document,,,,,,,,
),i-field,,,,,,,,
and,b-and,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
consigned,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
with,O,,,,,,,,
the,O,,,,,,,,
full,b-field,,,,,,,,
address,i-field,,,,,,,,
",",b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,b-field,,,,,,,,
prepaid,i-field,,,,,,,,
',O,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
the,O,,,,,,,,
applicant,b-actor,,,,,,,,
(,i-field,,,,,,,,
with,O,,,,,,,,
full,b-field,,,,,,,,
name,i-field,,,,,,,,
and,b-and,,,,,,,,
address,b-field,,,,,,,,
"),",i-field,,,,,,,,
quoting,O,,,,,,,,
the,O,,,,,,,,
number,b-field,,,,,,,,
of,b-of,,,,,,,,
this,O,,,,,,,,
credit,i-field,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
3,b-field,,,,,,,,
.,O,,,,,,,,
packing,b-document,,,,,,,,
list,i-document,,,,,,,,
in,b-in,,,,,,,,
3,b-field,,,,,,,,
original,i-field,,,,,,,,
#ERROR!,i-field,,,,,,,,
3,b-field,,,,,,,,
copies,i-field,,,,,,,,
,,,,,,,,,
4,b-field,,,,,,,,
.,O,,,,,,,,
marine,b-document,,,,,,,,
insurance,i-document,,,,,,,,
policy,i-document,,,,,,,,
/,b-or,,,,,,,,
certificate,b-document,,,,,,,,
in,O,,,,,,,,
the,O,,,,,,,,
currency,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
credit,b-field,,,,,,,,
plus,b-and,,,,,,,,
one,b-field,,,,,,,,
copy,i-field,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
cif,i-field,,,,,,,,
value,i-field,,,,,,,,
plus,b-and,,,,,,,,
10,b-field,,,,,,,,
pct,i-field,,,,,,,,
covering,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clause,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
"),",i-field,,,,,,,,
institute,b-field,,,,,,,,
war,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
institute,b-field,,,,,,,,
strike,i-field,,,,,,,,
riots,i-field,,,,,,,,
and,b-and,,,,,,,,
civil,b-field,,,,,,,,
commotion,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
"),",i-field,,,,,,,,
tpnd,i-field,,,,,,,,
.,O,,,,,,,,
insurance,b-document,,,,,,,,
policy,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
should,O,,,,,,,,
be,O,,,,,,,,
dated,O,,,,,,,,
not,b-field,,,,,,,,
later,i-field,,,,,,,,
than,i-field,,,,,,,,
the,O,,,,,,,,
date,b-field,,,,,,,,
of,i-field,,,,,,,,
shipment,i-field,,,,,,,,
/,b-or,,,,,,,,
despatch,b-field,,,,,,,,
",",O,,,,,,,,
issued,O,,,,,,,,
unto,O,,,,,,,,
order,b-field,,,,,,,,
",",O,,,,,,,,
or,O,,,,,,,,
to,O,,,,,,,,
the,O,,,,,,,,
order,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
beneficiary,b-actor,,,,,,,,
and,b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
",",O,,,,,,,,
covering,O,,,,,,,,
risks,b-field,,,,,,,,
from,b-by,,,,,,,,
suppliers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
to,b-to,,,,,,,,
buyers,b-field,,,,,,,,
warehouse,i-field,,,,,,,,
with,O,,,,,,,,
claims,b-field,,,,,,,,
payable,i-field,,,,,,,,
in,b-in,,,,,,,,
india,b-field,,,,,,,,
irrespective,O,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
percentage,b-field,,,,,,,,
.,O,,,,,,,,
the,O,,,,,,,,
policy,b-field,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
to,O,,,,,,,,
indicate,O,,,,,,,,
the,O,,,,,,,,
name,b-field,,,,,,,,
and,b-and,,,,,,,,
address,b-field,,,,,,,,
of,b-of,,,,,,,,
the,O,,,,,,,,
settling,b-actor,,,,,,,,
agent,i-actor,,,,,,,,
in,b-field,,,,,,,,
india,b-field,,,,,,,,
(,O,,,,,,,,
explicitly,O,,,,,,,,
marked,O,,,,,,,,
as,O,,,,,,,,
such,O,,,,,,,,
).,O,,,,,,,,
transhipment,b-field,,,,,,,,
risk,i-field,,,,,,,,
to,O,,,,,,,,
be,O,,,,,,,,
covered,O,,,,,,,,
",",O,,,,,,,,
if,O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
transhipped,b-field,,,,,,,,
,,,,,,,,,
5,b-field,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
analysis,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
quality,i-document,,,,,,,,
or,b-or,,,,,,,,
products,b-document,,,,,,,,
specification,i-document,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
manufacturer,b-actor,,,,,,,,
or,b-or,,,,,,,,
beneficiary,b-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
6,b-field,,,,,,,,
.,O,,,,,,,,
certificate,b-document,,,,,,,,
of,i-document,,,,,,,,
origin,i-document,,,,,,,,
issued,O,,,,,,,,
by,b-by,,,,,,,,
the,O,,,,,,,,
chamber,b-actor,,,,,,,,
of,i-actor,,,,,,,,
commerce,i-actor,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
7,b-field,,,,,,,,
.,O,,,,,,,,
shipping,b-actor,,,,,,,,
company,i-document,,,,,,,,
',i-document,,,,,,,,
s,i-document,,,,,,,,
or,b-or,,,,,,,,
their,b-actor,,,,,,,,
agents,i-document,,,,,,,,
certificate,i-document,,,,,,,,
in,b-in,,,,,,,,
duplicate,b-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
the,O,,,,,,,,
carrying,b-field,,,,,,,,
vessel,i-field,,,,,,,,
named,O,,,,,,,,
in,b-in,,,,,,,,
the,O,,,,,,,,
bill,b-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
is,O,,,,,,,,
a,O,,,,,,,,
seaworthy,b-field,,,,,,,,
vessel,i-field,,,,,,,,
not,i-field,,,,,,,,
more,i-field,,,,,,,,
than,i-field,,,,,,,,
25,i-field,,,,,,,,
years,i-field,,,,,,,,
old,i-field,,,,,,,,
and,b-and,,,,,,,,
has,O,,,,,,,,
been,O,,,,,,,,
approved,O,,,,,,,,
under,O,,,,,,,,
institute,b-field,,,,,,,,
classification,i-document,,,,,,,,
clause,i-document,,,,,,,,
.,O,,,,,,,,
,,,,,,,,,
1,O,,,,,,,,
.,O,,,,,,,,
signed,b-field,,,,,,,,
commercial,b-document,,,,,,,,
invoices,i-document,,,,,,,,
in,b-in,,,,,,,,
one,b-field,,,,,,,,
original,i-field,,,,,,,,
plus,b-and,,,,,,,,
two,b-field,,,,,,,,
copies,i-field,,,,,,,,
stating,O,,,,,,,,
that,O,,,,,,,,
import,b-field,,,,,,,,
into,i-document,,,,,,,,
india,b-field,,,,,,,,
is,O,,,,,,,,
covered,O,,,,,,,,
under,O,,,,,,,,
ogl,b-field,,,,,,,,
and,b-and,,,,,,,,
the,O,,,,,,,,
item,b-document,,,,,,,,
does,O,,,,,,,,
not,O,,,,,,,,
appear,O,,,,,,,,
in,i-field,,,,,,,,
the,O,,,,,,,,
negative,b-field,,,,,,,,
or,b-or,,,,,,,,
restricted,b-field,,,,,,,,
list,i-field,,,,,,,,
of,i-field,,,,,,,,
import,i-field,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
export,b-field,,,,,,,,
import,i-field,,,,,,,,
policy,i-field,,,,,,,,
2015,i-field,,,,,,,,
-,i-field,,,,,,,,
2020,i-field,,,,,,,,
and,b-and,,,,,,,,
certifying,O,,,,,,,,
that,O,,,,,,,,
goods,b-goods,,,,,,,,
are,O,,,,,,,,
as,O,,,,,,,,
per,O,,,,,,,,
order,b-field,,,,,,,,
confirmation,i-field,,,,,,,,
5000522478,i-field,,,,,,,,
dated,O,,,,,,,,
24,b-field,,,,,,,,
.,i-field,,,,,,,,
2,i-field,,,,,,,,
.,i-field,,,,,,,,
2020,i-field,,,,,,,,
,,,,,,,,,
2,O,,,,,,,,
.,O,,,,,,,,
full,O,,,,,,,,
set,O,,,,,,,,
of,O,,,,,,,,
original,b-field,,,,,,,,
clean,b-document,,,,,,,,
',i-document,,,,,,,,
on,i-document,,,,,,,,
board,i-document,,,,,,,,
',i-document,,,,,,,,
bill,i-document,,,,,,,,
of,i-document,,,,,,,,
lading,i-document,,,,,,,,
made,O,,,,,,,,
out,O,,,,,,,,
to,O,,,,,,,,
order,b-field,,,,,,,,
",",b-and,,,,,,,,
blank,b-field,,,,,,,,
endorsed,i-field,,,,,,,,
and,b-and,,,,,,,,
marked,b-field,,,,,,,,
',i-field,,,,,,,,
freight,i-field,,,,,,,,
prepaid,i-field,,,,,,,,
',i-field,,,,,,,,
and,b-and,,,,,,,,
notify,b-actor,,,,,,,,
applicant,b-actor,,,,,,,,
and,b-and,,,,,,,,
issuing,b-actor,,,,,,,,
bank,i-actor,,,,,,,,
quoting,O,,,,,,,,
the,O,,,,,,,,
number,i-field,,,,,,,,
of,b-of,,,,,,,,
this,O,,,,,,,,
credit,i-field,,,,,,,,
.,O,,,,,,,,
#ERROR!,b-field,,,,,,,,
bl,i-field,,,,,,,,
to,O,,,,,,,,
mention,O,,,,,,,,
below,O,,,,,,,,
:,O,,,,,,,,
iec,i-field,,,,,,,,
no,i-field,,,,,,,,
:,i-field,,,,,,,,
8908502,i-field,,,,,,,,
gst,i-field,,,,,,,,
no,i-field,,,,,,,,
:,i-field,,,,,,,,
24a1z8,i-field,,,,,,,,
mail,b-field,,,,,,,,
id,i-field,,,,,,,,
:,i-field,,,,,,,,
vimal,i-field,,,,,,,,
.,i-field,,,,,,,,
com,i-field,,,,,,,,
,,,,,,,,,
3,b-field,,,,,,,,
.,O,,,,,,,,
marine,b-document,,,,,,,,
insurance,i-document,,,,,,,,
policy,i-document,,,,,,,,
or,b-or,,,,,,,,
certificate,b-document,,,,,,,,
for,O,,,,,,,,
full,b-field,,,,,,,,
cif,i-document,,,,,,,,
value,i-field,,,,,,,,
plus,i-field,,,,,,,,
10,b-field,,,,,,,,
pct,i-field,,,,,,,,
covering,O,,,,,,,,
institute,b-field,,,,,,,,
cargo,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
a,i-field,,,,,,,,
"),",i-field,,,,,,,,
institute,b-field,,,,,,,,
war,i-field,,,,,,,,
clauses,i-field,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
),i-field,,,,,,,,
institute,b-field,,,,,,,,
strikes,i-document,,,,,,,,
riots,i-document,,,,,,,,
and,b-and,,,,,,,,
civil,b-field,,,,,,,,
commotion,i-document,,,,,,,,
clauses,i-document,,,,,,,,
(,i-field,,,,,,,,
cargo,i-field,,,,,,,,
"),",i-field,,,,,,,,
